Entry Date;Property type;Tipology;Condition;Condition;Location;Price;Areas (sqm);Û/sqm;Built year;Distance;Latitude;Longitude;Characteristics
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Cacia;225000;189;1190,48;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T2;Ruin;Ruin;Aveiro,Aveiro,Esgueira;88000;311;282,96;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Aradas;220000;150;1466,67;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Eixo e Eirol;255000;232;1099,14;0 Û/sqm;9 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;235000;150;1566,67;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,êlhavo,Gafanha da Encarna‹o;650000;141;4609,93;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Aradas;125000;108;1157,41;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Cacia;295000;245;1204,08;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Eixo e Eirol;296000;210;1409,52;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Eixo e Eirol;245000;146;1678,08;2 006 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;395000;133;2969,92;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Renovated;Renovated;Aveiro,Aveiro,Esgueira;198000;108;1833,33;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;455000;190;2394,74;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Eixo e Eirol;295000;296;996,62;2 002 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;395000;242;1632,23;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Renovated;Renovated;Aveiro,Aveiro,Cacia;295000;220;1340,91;2 004 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;650000;256;2539,06;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Eixo e Eirol;145000;156;929,49;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,Aveiro,Cacia;45000;248;181,45;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;423150;160;2644,69;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Aradas;141500;84;1684,52;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;New;New;Aveiro,Aveiro,Esgueira;435000;244;1782,79;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;310000;300;1033,33;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;417900;215;1943,72;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Eixo e Eirol;329000;266;1236,84;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,êlhavo,Gafanha da Encarna‹o;375000;262;1431,30;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;205000;150;1366,67;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Aradas;375000;286;1311,19;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;420000;180;2333,33;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,êlhavo,Gafanha da Encarna‹o;239000;217;1101,38;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;237500;190;1250,00;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Aradas;385000;220;1750,00;2 014 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;198000;150;1320,00;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;215000;190;1131,58;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Gl—ria e Vera Cruz;420000;300;1400,00;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;65000;117;555,56;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
30/11/18;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;440000;230;1913,04;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;300000;230;1304,35;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Aradas;349000;286;1220,28;0 Û/sqm;0 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Eixo e Eirol;249000;232;1073,28;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Cacia;175000;400;437,50;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Esgueira;465000;293;1587,03;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Aradas;285000;144;1979,17;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Esgueira;198750;189;1051,59;0 Û/sqm;9 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Cacia;295000;250;1180,00;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;278000;203;1369,46;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Aradas;200000;80;2500,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Cacia;315000;300;1050,00;2 011 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Renovated;Renovated;Aveiro,Aveiro,Esgueira;205000;108;1898,15;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Cacia;175000;176;994,32;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Renovated;Renovated;Aveiro,Aveiro,Gl—ria e Vera Cruz;380000;126;3015,87;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Aradas;268000;257;1042,80;1 985 Û/sqm;0 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;235000;131;1793,89;2 020 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;423150;221;1914,71;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;65000;95;684,21;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Cacia;215000;270;796,30;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,Aveiro,Aradas;500000;271;1845,02;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Cacia;340000;260;1307,69;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;292500;253;1156,13;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;460000;205;2243,90;2 007 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;235000;220;1068,18;1 998 Û/sqm;127 Û/sqm;40 Û/sqm;-8 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;235000;260;903,85;2 019 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,Aveiro,Aradas;95000;120;791,67;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;440000;220;2000,00;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Esgueira;350000;381;918,64;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;235000;541;434,38;1 940 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Oliveirinha;500000;270;1851,85;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);125000;125;1000,00;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;417900;216;1934,72;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T4;Used;Used;Aveiro,Aveiro,Esgueira;318000;270;1177,78;2 007 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;235000;242;971,07;1 998 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);85000;70;1214,29;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Oliveirinha;250000;260;961,54;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;To Recuperate;To Recuperate;Aveiro,Aveiro,Cacia;175000;400;437,50;1 914 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;420000;160;2625,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Under Construction;Under Construction;Aveiro,Aveiro,Esgueira;125000;296;422,30;1 900 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Under Construction;Under Construction;Aveiro,êlhavo,êlhavo (S‹o Salvador);155000;70;2214,29;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;260000;239;1087,87;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
01/10/19;Houses;T4;Used;Used;Aveiro,Aveiro,Cacia;220000;360;611,11;1 992 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Aradas;385000;320;1203,13;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;750000;327;2293,58;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
28/10/19;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;270000;495;545,45;2 015 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Esgueira;700000;350;2000,00;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Aradas;220000;151;1456,95;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Cacia;300000;240;1250,00;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,êlhavo,Gafanha da NazarŽ;279000;143;1951,05;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Oliveirinha;415000;266;1560,15;2 020 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;350000;295;1186,44;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;209990;222;945,90;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Ruin;Ruin;Aveiro,Aveiro,Aradas;95000;70;1357,14;0 Û/sqm;0 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Cacia;294000;220;1336,36;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Oliveirinha;1900000;350;5428,57;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
07/09/20;Houses;T4;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);258500;195;1325,64;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Aradas;449000;400;1122,50;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;260000;418;622,01;2 015 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;235000;230;1021,74;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);165000;100;1650,00;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Aradas;385000;234;1645,30;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;710000;360;1972,22;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Esgueira;265000;260;1019,23;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Cacia;235000;131;1793,89;2 021 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);155000;98;1581,63;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;395000;147;2687,07;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Oliveirinha;330000;330;1000,00;2 003 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
30/11/18;Houses;T5;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;600000;200;3000,00;1 970 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Aradas;385000;225;1711,11;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;New;New;Aveiro,êlhavo,Gafanha da NazarŽ;625000;298;2097,32;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;350000;382;916,23;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,Aveiro,Cacia;350000;505;693,07;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;270000;400;675,00;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Gl—ria e Vera Cruz;525000;280;1875,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;225000;150;1500,00;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;85000;131;648,85;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);105000;73;1438,36;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;435000;325;1338,46;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Aradas;245000;160;1531,25;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Project;Under Project;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;210000;180;1166,67;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;220000;230;956,52;0 Û/sqm;9 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;To Recuperate;To Recuperate;Aveiro,Aveiro,Cacia;235000;400;587,50;1 914 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,Aveiro,Esgueira;265000;360;736,11;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;170000;107;1588,79;1 968 Û/sqm;;0 Û/sqm;0 Û/sqm;
28/10/19;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Gl—ria e Vera Cruz;380000;142;2676,06;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;280000;560;500,00;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Aradas;268000;228;1175,44;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;278000;171;1625,73;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Cacia;85000;69;1231,88;1 968 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;485000;250;1940,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Renovated;Renovated;Aveiro,êlhavo,êlhavo (S‹o Salvador);165000;105;1571,43;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Under Construction;Under Construction;Aveiro,Aveiro,Aradas;270000;145;1862,07;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
15/07/19;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;245000;230;1065,22;2 015 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;320000;258;1240,31;2 014 Û/sqm;17 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Esgueira;465000;251;1852,59;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Oliveirinha;267000;204;1308,82;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Renovated;Renovated;Aveiro,Aveiro,Aradas;510000;350;1457,14;1 915 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T5;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;198000;575;344,35;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;390000;530;735,85;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;197500;120;1645,83;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Oliveirinha;350000;358;977,65;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
07/09/20;Houses;T4;Under Construction;Under Construction;Aveiro,êlhavo,êlhavo (S‹o Salvador);350000;228;1535,09;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
11/02/19;Houses;T3;Under Project;Under Project;Aveiro,êlhavo,Gafanha da NazarŽ;285000;240;1187,50;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;245000;230;1065,22;0 Û/sqm;9 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;245000;223;1098,65;0 Û/sqm;11 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;270000;350;771,43;2 019 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;385000;255;1509,80;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);165000;74;2229,73;1 982 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Under Project;Under Project;Aveiro,Aveiro,Esgueira;510000;248;2056,45;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;To Recuperate;To Recuperate;Aveiro,Aveiro,Aradas;90000;120;750,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;85000;281;302,49;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
15/07/19;Houses;T3;New;New;Aveiro,êlhavo,êlhavo (S‹o Salvador);250000;210;1190,48;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;580000;292;1986,30;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Oliveirinha;237500;226;1050,88;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;245000;131;1870,23;2 020 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;To Recuperate;To Recuperate;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;110000;130;846,15;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;To Recuperate;To Recuperate;Aveiro,Aveiro,Aradas;95000;200;475,00;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Esgueira;265000;220;1204,55;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
